Name,Year,Genre,Global_Sales,Total
WWE SmackDown! vs. Raw,2002.0,Fighting,2.83,169.8
Metroid Prime,2002.0,Shooter,2.82,169.2
Finding Nemo,2003.0,Action,6.46,387.6
Myst,1994.0,Adventure,3.06,183.6
Need for Speed: Hot Pursuit,2010.0,Racing,5.890000000000001,353.40000000000003
Imagine: Fashion Designer,2007.0,Simulation,2.94,176.4
WWE SmackDown! Here Comes the Pain,2003.0,Fighting,2.8,168.0
Star Wars: The Force Unleashed,2008.0,Action,10.23,613.8000000000001
Yoshi's Island DS,2006.0,Platform,2.8,168.0
Hot Shots Golf,1997.0,Sports,2.79,167.4
Killzone 3,2011.0,Shooter,2.79,167.4
A Bug's Life,1998.0,Platform,3.42,205.2
WWF SmackDown! Just Bring It,2001.0,Fighting,2.79,167.4
Dragon Quest V: Tenkuu no Hanayome,1992.0,Role-Playing,4.4399999999999995,266.4
Mortal Kombat Trilogy,1996.0,Fighting,3.75,225.0
NBA Street,2001.0,Sports,3.21,192.6
Professor Layton and the Last Specter,2009.0,Puzzle,2.79,167.4
Monster Hunter Tri,2011.0,Role-Playing,5.76,345.59999999999997
Jak II,2003.0,Platform,2.78,166.79999999999998
inFAMOUS: Second Son,2014.0,Action,2.78,166.79999999999998
Ratchet & Clank: Going Commando,2003.0,Platform,2.78,166.79999999999998
Tekken 6,2009.0,Fighting,4.41,264.6
The Sims,2003.0,Simulation,3.73,223.8
Sonic and the Secret Rings,2007.0,Platform,2.77,166.2
Saints Row: The Third,2011.0,Action,5.640000000000001,338.40000000000003
Missile Command,1980.0,Shooter,3.21,192.6
Mario Paint,1992.0,Misc,2.75,165.0
Pokémon Stadium 2,2000.0,Strategy,2.73,163.8
Metroid,1986.0,Action,2.73,163.8
Call of Duty 3,2006.0,Shooter,7.56,453.59999999999997
Onimusha: Warlords,2001.0,Action,2.7,162.0
Mortal Kombat X,2015.0,Fighting,4.1000000000000005,246.00000000000003
Mario Party,1998.0,Misc,2.7,162.0
Madden NFL 12,2011.0,Sports,5.62,337.2
LEGO Star Wars II: The Original Trilogy,2006.0,Action,7.35,441.0
Madden NFL 11,2010.0,Sports,6.68,400.79999999999995
Mario vs. Donkey Kong: Mini-Land Mayhem!,2010.0,Puzzle,2.69,161.4
Skate 3,2010.0,Sports,4.76,285.59999999999997
Burnout 3: Takedown,2004.0,Racing,3.99,239.4
Yokai Watch 2 Shinuchi,2014.0,Role-Playing,2.68,160.8
Need for Speed: Shift,2009.0,Racing,5.42,325.2
Final Fantasy XIII-2,2011.0,Role-Playing,3.42,205.2
Call Of Duty 2: Big Red One,2005.0,Shooter,4.12,247.20000000000002
Fable,2004.0,Role-Playing,3.14,188.4
Hannah Montana,2006.0,Action,2.65,159.0
Skylanders Giants,2012.0,Action,5.59,335.4
Medal of Honor Heroes,2006.0,Shooter,2.65,159.0
Super Mario Bros.: The Lost Levels,1986.0,Platform,2.65,159.0
Star Wars: Shadows of the Empire,1996.0,Action,2.65,159.0
Midnight Club: Street Racing,2000.0,Racing,3.11,186.6
Pac-Man: Adventures in Time,2006.0,Fighting,2.63,157.79999999999998
Halo Wars,2009.0,Strategy,2.63,157.79999999999998
God of War Collection,2009.0,Action,2.96,177.6
ESPN NFL 2K5,2004.0,Sports,4.25,255.0
Mario Strikers Charged,2007.0,Sports,2.62,157.20000000000002
NBA 2K12,2011.0,Sports,5.53,331.8
Style Savvy,2008.0,Simulation,2.61,156.6
Harry Potter and the Chamber of Secrets,2002.0,Action,7.64,458.4
Super Mario All-Stars: Limited Edition,2010.0,Platform,2.6,156.0
Streets of Rage,1990.0,Action,2.6,156.0
FIFA Soccer 09,2008.0,Sports,8.67,520.2
Ratchet & Clank Future: Tools of Destruction,2007.0,Platform,2.59,155.39999999999998
NBA Live 2005,2004.0,Sports,3.94,236.4
Killzone: Shadow Fall,2013.0,Shooter,2.58,154.8
Ghostbusters: The Video Game (DS Version),2009.0,Action,4.75,285.0
Monster Hunter Freedom 2,2007.0,Role-Playing,3.08,184.8
WWE SmackDown vs. RAW 2007,2006.0,Fighting,3.7600000000000002,225.60000000000002
Ratchet & Clank: Up Your Arsenal,2004.0,Platform,2.57,154.2
Art Academy,2010.0,Misc,2.57,154.2
Dragon Age: Origins,2009.0,Role-Playing,4.77,286.2
Madden NFL 08,2007.0,Sports,8.15,489.0
Sonic Adventure 2 Battle,2001.0,Platform,2.56,153.6
Dragon Warrior II,1987.0,Role-Playing,2.56,153.6
Pokémon Colosseum,2003.0,Role-Playing,2.54,152.4
Deca Sports,2008.0,Sports,2.54,152.4
Madden NFL 09,2008.0,Sports,7.14,428.4
Space Invaders,,Shooter,3.26,195.6
Crazy Taxi,2001.0,Racing,4.82,289.20000000000005
Perfect Dark,2000.0,Action,2.52,151.2
Game Party,2007.0,Misc,2.52,151.2
Dragon Warrior,1986.0,Role-Playing,2.52,151.2
Tomb Raider (2013),2013.0,Action,6.8,408.0
Marvel: Ultimate Alliance,2006.0,Role-Playing,4.5,270.0
PES 2009: Pro Evolution Soccer,2008.0,Sports,6.86,411.6
Mario Party 2,1999.0,Misc,2.5,150.0
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,2003.0,Action,4.21,252.6
LEGO Harry Potter: Years 1-4,2010.0,Action,8.530000000000001,511.80000000000007
Mortal Kombat: Deadly Alliance,2002.0,Fighting,3.87,232.20000000000002
Resistance 2,2008.0,Shooter,2.48,148.8
Pure,2008.0,Racing,3.38,202.79999999999998
Tomb Raider: The Last Revelation,1998.0,Action,2.89,173.4
Rock Band,,Misc,7.32,439.20000000000005
NBA 2K14,2013.0,Sports,6.72,403.2
Mario Party 4,2002.0,Misc,2.47,148.20000000000002
uDraw Studio,2010.0,Misc,2.46,147.6
Midnight Club: Los Angeles,2008.0,Racing,4.800000000000001,288.00000000000006
Final Fantasy V,1992.0,Role-Playing,2.62,157.20000000000002
Final Fantasy Tactics,1997.0,Role-Playing,2.45,147.0
Twisted Metal 2,1996.0,Racing,2.44,146.4
Halo: Combat Evolved Anniversary,2011.0,Shooter,2.44,146.4
Need for Speed Carbon: Own the City,2006.0,Racing,2.65,159.0
The Sims: Bustin' Out,2003.0,Simulation,4.98,298.8
Riven: The Sequel to Myst,1997.0,Adventure,2.75,165.0
Tom Clancy's Rainbow Six: Vegas 2,2008.0,Shooter,3.79,227.4
Sonic Adventure,1998.0,Platform,2.42,145.2
Ice Hockey,1988.0,Sports,2.91,174.60000000000002
pro evolution soccer 2011,2010.0,Sports,4.52,271.2
Dragon Ball Z: Budokai 2,2003.0,Fighting,2.68,160.8
ATV Offroad Fury,2001.0,Racing,2.41,144.60000000000002
Dino Crisis,1998.0,Action,2.41,144.60000000000002
Need for Speed: ProStreet,2007.0,Racing,8.58,514.8
Tetris Plus,1996.0,Puzzle,2.4,144.0
Pro Wrestling,1987.0,Fighting,2.4,144.0
Theme Hospital,1997.0,Strategy,2.4899999999999998,149.39999999999998
Frogger's Adventures: Temple of the Frog,,Adventure,2.39,143.4
Need for Speed (2015),2015.0,Racing,3.1,186.0
Monopoly,1994.0,Misc,7.7,462.0
Batman: Arkham Origins,2013.0,Action,4.97,298.2
Dead Island,2011.0,Action,4.9,294.0
Guitar Hero,2005.0,Misc,2.38,142.79999999999998
Kinect: Disneyland Adventures,2011.0,Misc,2.38,142.79999999999998
WCW/nWo Revenge,1998.0,Fighting,2.38,142.79999999999998
Bloodborne,2015.0,Action,2.38,142.79999999999998
NBA 2K15,2014.0,Sports,7.06,423.59999999999997
Yu-Gi-Oh! The Duelists of the Roses,2001.0,Misc,2.38,142.79999999999998
Half-Life 2,2004.0,Shooter,2.98,178.8
The Incredibles,2004.0,Action,5.2700000000000005,316.20000000000005
Tony Hawk's Underground 2,2004.0,Sports,4.11,246.60000000000002
Kinect Sports: Season Two,2011.0,Sports,2.36,141.6
Kirby's Dream Land 2,1995.0,Platform,2.36,141.6
Donkey Kong Land II,1996.0,Platform,2.35,141.0
Dragon Warrior Monsters,1998.0,Role-Playing,2.35,141.0
Skylanders SWAP Force,2013.0,Platform,6.26,375.59999999999997
WWE SmackDown vs Raw 2008,2007.0,Fighting,7.41,444.6
My Fitness Coach,2008.0,Sports,2.34,140.39999999999998
Resident Evil - Code: Veronica X,2001.0,Action,2.4,144.0
The Legend of Zelda: Majora's Mask 3D,2015.0,Action,2.32,139.2
Just Dance Kids,2010.0,Misc,2.32,139.2
Mario Tennis,2000.0,Sports,3.59,215.39999999999998
Grand Theft Auto,1997.0,Action,2.5599999999999996,153.59999999999997
James Bond 007: Everything or Nothing,2004.0,Shooter,3.54,212.4
WarioWare Touched!,2004.0,Puzzle,2.31,138.6
Need For Speed: High Stakes,1999.0,Racing,2.31,138.6
Chrono Trigger,1995.0,Role-Playing,3.7800000000000002,226.8
Cool Boarders 3,1998.0,Sports,2.31,138.6
LEGO Marvel Super Heroes,2013.0,Action,9.86,591.5999999999999
Guild Wars 2,2012.0,Action,2.3,138.0
Pokemon Ranger: Shadows of Almia,2008.0,Role-Playing,2.3,138.0
God of War: Ascension,2013.0,Action,2.29,137.4
Pro Evolution Soccer 2010,2009.0,Sports,5.9799999999999995,358.79999999999995
Just Dance 2015,2014.0,Misc,4.85,291.0
Yokai Watch Busters,2015.0,Action,2.28,136.79999999999998
Mario Bros.,1983.0,Platform,3.87,232.20000000000002
TOCA Touring Car Championship,1997.0,Racing,2.28,136.79999999999998
Paper Mario: Sticker Star,2012.0,Role-Playing,2.27,136.2
Sonic's Ultimate Genesis Collection,2009.0,Misc,3.7,222.0
Super Monkey Ball: Banana Blitz,2006.0,Misc,2.27,136.2
Kirby: Nightmare in Dream Land,2002.0,Platform,2.27,136.2
Wario Land 4,2001.0,Platform,2.26,135.6
Onimusha 2: Samurai's Destiny,2002.0,Adventure,2.25,135.0
Cool Boarders 2,1997.0,Sports,2.25,135.0
Paper Mario: The Thousand-Year Door,2004.0,Role-Playing,2.25,135.0
Dissidia: Final Fantasy,2008.0,Fighting,2.25,135.0
Sonic Advance,2001.0,Platform,2.24,134.4
Spyro: Season of Ice,2001.0,Platform,2.23,133.8
Teenage Mutant Ninja Turtles II: The Arcade Game,1990.0,Action,2.23,133.8
Dance Dance Revolution X2,2009.0,Simulation,2.23,133.8
New Super Luigi U,2013.0,Platform,2.22,133.20000000000002
Prince of Persia: The Sands of Time,2003.0,Action,3.6300000000000003,217.8
Scribblenauts,2009.0,Puzzle,2.22,133.20000000000002
The Legend of Zelda: Link's Awakening DX,1998.0,Adventure,2.22,133.20000000000002
BioShock 2,2010.0,Shooter,4.0,240.0
Devil May Cry 3: Dante's Awakening Special Edition,2006.0,Action,2.21,132.6
Rock Band 2,2008.0,Misc,5.32,319.20000000000005
Wario Land 3,2000.0,Platform,2.2,132.0
Pro Yakyuu Family Stadium,1986.0,Sports,2.23,133.8
Sonic Unleashed,2008.0,Platform,4.95,297.0
High School Musical: Makin' the Cut!,2007.0,Puzzle,2.2,132.0
Pro Evolution Soccer 2012,2011.0,Action,3.65,219.0
Saints Row,2006.0,Action,2.19,131.4
Star Wars: Knights of the Old Republic,2003.0,Role-Playing,2.33,139.8
Kirby's Pinball Land,1992.0,Misc,2.19,131.4
Hitman: Absolution,2012.0,Action,4.2,252.0
Yu-Gi-Oh: Duel Monsters 4,2000.0,Role-Playing,2.18,130.8
ATV Offroad Fury 2,2002.0,Racing,2.18,130.8
Forza Motorsport 5,2013.0,Racing,2.18,130.8
Madden NFL 25,2013.0,Sports,5.54,332.4
Pokemon Ranger,2006.0,Role-Playing,2.18,130.8
Mario & Luigi: Superstar Saga,2003.0,Role-Playing,2.17,130.2
Star Wars: Rogue Squadron,1998.0,Simulation,2.17,130.2
Tennis,1984.0,Sports,4.16,249.60000000000002
The Sims: House Party,2001.0,Simulation,2.16,129.60000000000002
Your Shape featuring Jenny McCarthy,2009.0,Sports,2.16,129.60000000000002
Syphon Filter 2,2000.0,Shooter,2.15,129.0
Tom Clancy's Rainbow Six: Siege,2015.0,Shooter,3.66,219.60000000000002
Volleyball,1987.0,Sports,2.15,129.0
Call of Duty: Roads to Victory,2007.0,Shooter,2.14,128.4
Super Mario RPG: Legend of the Seven Stars,1996.0,Role-Playing,2.14,128.4
Mahjong,1983.0,Misc,2.14,128.4
R.C. Pro-Am,1988.0,Racing,2.14,128.4
SimCity 2000,1992.0,Simulation,4.24,254.4
Demon Attack,1981.0,Shooter,2.13,127.8
Dance Dance Revolution Extreme,2004.0,Simulation,2.13,127.8
Tetris DS,2006.0,Puzzle,2.13,127.8
Final Fantasy Tactics Advance,2003.0,Role-Playing,2.13,127.8
Far Cry: Primal,2016.0,Action,3.12,187.20000000000002
Toy Story 3: The Video Game,2010.0,Action,6.08,364.8
Kirby's Epic Yarn,2010.0,Platform,2.12,127.2
Project Gotham Racing,2001.0,Racing,2.12,127.2
Need for Speed: Hot Pursuit 2,2002.0,Racing,3.73,223.8
Mario Sports Mix,2010.0,Sports,2.11,126.6
Dynasty Warriors 4,2003.0,Action,2.27,136.2
Parasite Eve,1998.0,Role-Playing,2.1,126.0
Scooby-Doo! Night of 100 Frights,2002.0,Platform,2.54,152.4
Project Gotham Racing (JP weekly sales),2002.0,Action,2.1,126.0
Need for Speed: Most Wanted 5-1-0,2005.0,Racing,2.1,126.0
Portal 2,2011.0,Shooter,4.6,276.0
Devil May Cry 3: Dante's Awakening,2005.0,Action,2.09,125.39999999999999
Derby Stallion,1997.0,Sports,2.1799999999999997,130.79999999999998
Dead Rising,2006.0,Action,2.11,126.6
NBA 2K11,2010.0,Action,5.42,325.2
Wipeout: The Game,2009.0,Misc,2.71,162.6
The Sims 2: Pets,2006.0,Simulation,3.98,238.8
Battlefield: Hardline,2015.0,Shooter,4.26,255.6
Metal Gear Solid: Peace Walker,2010.0,Action,2.09,125.39999999999999
World of Warcraft: Cataclysm,2010.0,Role-Playing,2.08,124.80000000000001
Tetris Worlds,2002.0,Puzzle,4.01,240.6
Need For Speed: Undercover,2008.0,Racing,6.92,415.2
Dance Dance Revolution: Hottest Party,2007.0,Simulation,2.08,124.80000000000001
Mario Party 5,2003.0,Misc,2.08,124.80000000000001
Sim Theme Park,1998.0,Strategy,2.71,162.6
Warcraft: Orcs & Humans,1994.0,Strategy,2.08,124.80000000000001
Spec Ops: Airborne Commando,2002.0,Shooter,2.07,124.19999999999999
Kingdom Hearts: Birth by Sleep,2010.0,Role-Playing,2.07,124.19999999999999
UFC 2009 Undisputed,2009.0,Fighting,3.84,230.39999999999998
Dark Souls,2011.0,Role-Playing,3.1399999999999997,188.39999999999998
Yu-Gi-Oh! The Eternal Duelist Soul,2001.0,Strategy,2.07,124.19999999999999
Tom Clancy's Splinter Cell: Conviction,2010.0,Action,2.17,130.2
Pokemon Mystery Dungeon: Red/Blue Rescue Team,2005.0,Role-Playing,2.06,123.60000000000001
R4: Ridge Racer Type 4,1998.0,Racing,2.06,123.60000000000001
SoulCalibur II,2003.0,Fighting,4.5600000000000005,273.6
Mario & Luigi: Dream Team,2013.0,Role-Playing,2.06,123.60000000000001
Pokémon Mystery Dungeon: Blue Rescue Team,2005.0,Role-Playing,2.05,122.99999999999999
Sonic Mega Collection,2002.0,Misc,2.05,122.99999999999999
NBA Jam,1992.0,Sports,5.22,313.2
PGR4 - Project Gotham Racing 4,2007.0,Racing,2.05,122.99999999999999
Kingdom Hearts 358/2 Days,2009.0,Role-Playing,2.04,122.4
Dance Central 2,2011.0,Misc,2.04,122.4
Rayman Raving Rabbids: TV Party,2008.0,Misc,2.5300000000000002,151.8
SOCOM: U.S. Navy SEALs: Combined Assault,2006.0,Shooter,2.04,122.4
Peter Jackson's King Kong: The Official Game of the Movie,2005.0,Action,3.39,203.4
Need for Speed: The Run,2011.0,Action,4.27,256.2
Madden NFL 15,2014.0,Sports,6.97,418.2
1080°: TenEighty Snowboarding,1998.0,Sports,2.03,121.79999999999998
NBA Live 2004,2003.0,Sports,2.8099999999999996,168.59999999999997
Dead Space,2008.0,Action,4.03,241.8
Call of Duty 2,2005.0,Shooter,2.08,124.80000000000001
Forza Horizon,2012.0,Racing,2.02,121.2
TouchMaster,2007.0,Puzzle,2.01,120.6
Fire Emblem: Awakening,2012.0,Role-Playing,2.0,120.0
DriveClub,2014.0,Racing,2.0,120.0
Super Street Fighter II,1993.0,Fighting,2.15,129.0
Mortal Kombat vs. DC Universe,2008.0,Fighting,3.9299999999999997,235.79999999999998
Tenchu: Stealth Assassins,1997.0,Action,1.99,119.4
SimCity,1991.0,Simulation,2.01,120.6
Dragon Age: Inquisition,2014.0,Role-Playing,4.8100000000000005,288.6
Sonic Classic Collection,2010.0,Platform,1.97,118.2
Spyro: Enter the Dragonfly,2002.0,Platform,2.6799999999999997,160.79999999999998
Devil May Cry 2,2003.0,Action,1.97,118.2
Burnout Paradise,2008.0,Racing,3.33,199.8
E.T.: The Extra Terrestrial,1981.0,Action,1.97,118.2
BioShock Infinite,2013.0,Shooter,4.39,263.4
Hot Shots Golf: Open Tee,2004.0,Sports,1.96,117.6
Rad Racer,1986.0,Racing,1.96,117.6
Soccer,1985.0,Sports,1.96,117.6
Kirby Squeak Squad,2006.0,Platform,1.96,117.6
Tom Clancy's Rainbow Six: Vegas,2006.0,Shooter,3.95,237.0
Crash Nitro Kart,2003.0,Racing,2.98,178.8
Star Wars: Dark Forces,1994.0,Shooter,2.5,150.0
NBA Street Vol. 2,2003.0,Sports,3.17,190.2
Def Jam Vendetta,2003.0,Fighting,2.19,131.4
Who wants to be a millionaire,1999.0,Misc,2.74,164.4
Scooby Doo and the Cyber Chase,2001.0,Adventure,1.94,116.39999999999999
Alleyway,1989.0,Puzzle,1.94,116.39999999999999
Dragon Ball Z: Budokai 3,2004.0,Fighting,1.94,116.39999999999999
Jet Moto 2,1997.0,Racing,1.94,116.39999999999999
Tom Clancy's Ghost Recon,2002.0,Shooter,3.9899999999999998,239.39999999999998
X-Men Legends,2004.0,Role-Playing,3.36,201.6
Mortal Kombat II,1993.0,Fighting,1.93,115.8
Virtua Fighter 2,1995.0,Fighting,1.93,115.8
Tetris DX,1998.0,Puzzle,1.93,115.8
Mario Super Sluggers,2008.0,Sports,1.93,115.8
The Legend of Zelda: Oracle of Ages,2001.0,Action,1.92,115.19999999999999
Red Faction,2001.0,Shooter,1.92,115.19999999999999
The Sims: Makin' Magic,2003.0,Simulation,1.92,115.19999999999999
MX Unleashed,2004.0,Racing,2.36,141.6
PaRappa The Rapper,1996.0,Misc,2.06,123.60000000000001
Toy Story Mania!,2009.0,Misc,1.92,115.19999999999999
Mario Party 3,2000.0,Misc,1.91,114.6
Game Party 2,2008.0,Misc,1.91,114.6
Destiny: The Taken King,2015.0,Shooter,3.8699999999999997,232.2
LEGO Star Wars III: The Clone Wars,2011.0,Action,7.56,453.59999999999997
Star Wars Rogue Leader: Rogue Squadron II,2001.0,Simulation,1.9,114.0
Max Payne 3,2012.0,Shooter,3.9899999999999998,239.39999999999998
Need for Speed Rivals,2013.0,Racing,5.109999999999999,306.59999999999997
Yokai Watch,2013.0,Role-Playing,1.89,113.39999999999999
Ratchet & Clank Future: A Crack in Time,2009.0,Platform,1.88,112.8
Yu-Gi-Oh! Forbidden Memories,1999.0,Role-Playing,1.88,112.8
Mortal Kombat: Deception,2004.0,Fighting,2.75,165.0
Hot Shots Golf 2,1999.0,Sports,1.88,112.8
Medal of Honor: European Assault (All Region sales),2005.0,Shooter,1.88,112.8
WCW Nitro,1998.0,Fighting,2.09,125.39999999999999
High School Musical: Sing It!,2007.0,Misc,3.64,218.4
Star Fox Adventures,2002.0,Adventure,1.87,112.2
FIFA 2000,1998.0,Sports,1.87,112.2
Dynasty Warriors 3,2001.0,Action,1.9500000000000002,117.00000000000001
The Legend of Zelda: Oracle of Seasons,2001.0,Adventure,1.86,111.60000000000001
Shrek 2,2004.0,Platform,3.43,205.8
The Legend of Dragoon,1999.0,Role-Playing,1.86,111.60000000000001
Turok 2: Seeds of Evil,1997.0,Platform,1.86,111.60000000000001
SingStar,2004.0,Misc,3.02,181.2
LittleBigPlanet 3,2014.0,Platform,2.6100000000000003,156.60000000000002
NBA Live 2002,2001.0,Sports,2.7800000000000002,166.8
Phineas and Ferb,2009.0,Action,1.86,111.60000000000001
Chrono Cross,1999.0,Role-Playing,1.86,111.60000000000001
GoldenEye 007 (2010),2010.0,Action,2.0100000000000002,120.60000000000001
Mario Party: Island Tour,2013.0,Misc,1.85,111.0
Jak 3,2004.0,Platform,1.85,111.0
Rayman Raving Rabbids 2,2007.0,Misc,2.6500000000000004,159.00000000000003
Kingdom Hearts: Chain of Memories,2004.0,Role-Playing,1.85,111.0
Pinball,1984.0,Action,1.85,111.0
inFAMOUS 2,2011.0,Action,1.85,111.0
Gran Turismo Concept 2001 Tokyo,2001.0,Racing,1.84,110.4
Demon's Souls,2009.0,Role-Playing,1.84,110.4
NCAA Football 06,2005.0,Sports,2.81,168.6
"Hey You, Pikachu!",1998.0,Simulation,1.83,109.80000000000001
2 Games in 1: Sonic Advance & ChuChu Rocket!,2005.0,Misc,1.83,109.80000000000001
World of Warcraft: Mists of Pandaria,2012.0,Role-Playing,1.83,109.80000000000001
Jet Moto,1996.0,Racing,1.83,109.80000000000001
Just Cause 3,2015.0,Action,2.85,171.0
Secret of Mana,1993.0,Role-Playing,1.83,109.80000000000001
The Orange Box,2007.0,Shooter,3.0500000000000003,183.00000000000003
Air Combat,1995.0,Simulation,1.83,109.80000000000001
Kirby: Triple Deluxe,2014.0,Platform,1.82,109.2
Sonic & Knuckles,1994.0,Platform,1.82,109.2
The Sims: Hot Date,2001.0,Simulation,1.82,109.2
Metroid Prime 3: Corruption,2007.0,Shooter,1.82,109.2
Dragon Quest VI: Realms of Revelation,2010.0,Role-Playing,1.81,108.60000000000001
The Evil Within,2014.0,Action,4.15,249.00000000000003
DDRMAX2: Dance Dance Revolution,2003.0,Simulation,1.81,108.60000000000001
Virtua Fighter 4,2002.0,Fighting,1.81,108.60000000000001
Sly 2: Band of Thieves,2004.0,Platform,1.8800000000000001,112.80000000000001
Sonic Advance 2,2002.0,Platform,1.8,108.0
NFL GameDay 2000,1999.0,Sports,1.8,108.0
Disney's The Lion King,1994.0,Platform,3.2,192.0
Beyond: Two Souls,2013.0,Adventure,1.79,107.4
Kinect Star Wars,2012.0,Action,1.78,106.8
Midnight Club II,2003.0,Racing,2.2800000000000002,136.8
Dragon Quest Monsters: Joker,2006.0,Role-Playing,1.78,106.8
SpongeBob SquarePants: SuperSponge,2001.0,Action,2.33,139.8
The Getaway: Black Monday,2004.0,Action,1.78,106.8
Professor Layton and the Mask of Miracle,2011.0,Puzzle,1.78,106.8
Just Cause 2,2010.0,Action,3.5300000000000002,211.8
Dragon's Dogma,2012.0,Role-Playing,2.58,154.8
50 Cent: Bulletproof,2005.0,Action,2.3,138.0
Wii Party U,2013.0,Misc,1.77,106.2
Final Fantasy II,1991.0,Role-Playing,2.7800000000000002,166.8
Kirby 64: The Crystal Shards,2000.0,Platform,1.77,106.2
Dead or Alive 3,2001.0,Fighting,1.77,106.2
Metroid II: Return of Samus,1991.0,Adventure,1.76,105.6
WWF Attitude,1998.0,Fighting,2.4699999999999998,148.2
The SpongeBob SquarePants Movie,2004.0,Platform,4.7,282.0
Golden Sun,2001.0,Role-Playing,1.76,105.6
Sonic the Hedgehog 3,1994.0,Platform,1.76,105.6
Kid Icarus,1986.0,Platform,1.76,105.6
Def Jam: Fight for NY,2004.0,Fighting,2.52,151.2
State of Emergency,2002.0,Action,1.93,115.8
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,2007.0,Action,1.76,105.6
The Urbz: Sims in the City,2004.0,Simulation,3.12,187.20000000000002
Star Wars: Starfighter,2001.0,Simulation,1.76,105.6
Madden NFL 2000,1998.0,Sports,2.36,141.6
Pro Evolution Soccer,2001.0,Sports,1.75,105.0
Crackdown,2007.0,Shooter,1.75,105.0
Yoshi,1991.0,Puzzle,2.48,148.8
Disney's Aladdin,1993.0,Platform,1.78,106.8
Kirby's Adventure,1993.0,Platform,1.75,105.0
Cooking Mama 3: Shop & Chop,2009.0,Simulation,1.75,105.0
Dance Dance Revolution X,2008.0,Simulation,1.75,105.0
2 Games in 1: Disney Princess & The Lion King,2004.0,Misc,1.75,105.0
Star Wars Episode I: The Phantom Menace,1999.0,Adventure,1.74,104.4
Xenosaga Episode I: Der Wille zur Macht,2002.0,Role-Playing,1.74,104.4
The Beatles: Rock Band,2009.0,Misc,4.18,250.79999999999998
Forza Motorsport 6,2015.0,Racing,1.74,104.4
Sonic Colors,2010.0,Platform,3.1100000000000003,186.60000000000002
Cruis'n USA,1996.0,Racing,1.74,104.4
Madden NFL 99,1998.0,Sports,2.64,158.4
Uncharted: Golden Abyss,2011.0,Shooter,1.74,104.4
